time,animal_id,x,y,average_speed,average_acceleration,direction,m-213,m-504,m-608,m-710,m-906,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7,c-8,c-9
22843,m-710,50.6000,457.5000,0.7640,0.0041,-90.0000,0.0445,0.0881,0.0821,0.0000,0.0745,220,166,156,117,77,69,0,0,0,0
22843,m-906,44.4000,478.0000,0.2113,-0.0002,-90.0000,0.1115,0.0964,0.1375,0.0745,0.0000,218,166,156,117,77,69,0,0,0,0
22844,m-213,31.8000,439.5000,1.0104,0.0031,-80.5377,0.0000,0.1242,0.0462,0.0656,0.1889,219,167,157,123,93,80,35,0,0,0
22844,m-504,71.8000,416.7000,0.3142,0.0031,-104.0362,0.1242,0.0000,0.1265,0.0807,0.1230,221,168,158,124,94,79,0,0,0,0
22844,m-608,34.8000,416.5000,1.1962,-0.0207,-90.0000,0.0462,0.1265,0.0000,0.0832,0.1931,217,165,153,120,90,78,34,0,0,0
22844,m-710,50.5000,456.6000,0.7235,0.0040,-96.3402,0.0656,0.0807,0.0832,0.0000,0.1284,220,166,156,117,77,69,0,0,0,0
22844,m-906,44.2000,477.8000,0.2130,-0.0009,-135.0000,0.1889,0.1230,0.1931,0.1284,0.0000,218,166,156,117,77,69,0,0,0,0
22845,m-213,31.7000,438.7000,0.9798,0.0041,-97.1250,0.0000,0.1073,0.0638,0.0533,0.1213,219,167,157,123,93,80,35,0,0,0
22845,m-504,71.7000,416.3000,0.2829,0.0022,-104.0362,0.1073,0.0000,0.1532,0.0859,0.0941,221,168,158,124,94,79,0,0,0,0
22845,m-608,34.8000,416.1000,1.4032,-0.0222,-90.0000,0.0638,0.1532,0.0000,0.1055,0.1838,217,165,153,120,90,78,34,0,0,0
22845,m-710,50.5000,455.6000,0.6835,0.0041,-90.0000,0.0533,0.0859,0.1055,0.0000,0.0984,220,166,156,117,77,69,0,0,0,0
22845,m-906,44.1000,477.6000,0.2223,-0.0002,-116.5651,0.1213,0.0941,0.1838,0.0984,0.0000,218,166,156,117,77,69,0,0,0,0
22846,m-213,31.5000,437.9000,0.9386,0.0080,-104.0362,0.0000,0.1041,0.0910,0.0539,0.1353,219,167,157,123,93,80,35,0,0,0
22846,m-504,71.6000,416.0000,0.2613,0.0021,-108.4349,0.1041,0.0000,0.1783,0.0817,0.1144,221,168,158,124,94,79,0,0,0,0
22846,m-608,34.7000,415.6000,1.6251,-0.0229,-101.3099,0.0910,0.1783,0.0000,0.1352,0.2146,217,165,153,120,90,78,34,0,0,0
22846,m-710,50.4000,454.7000,0.6429,0.0041,-96.3402,0.0539,0.0817,0.1352,0.0000,0.1236,220,166,156,117,77,69,0,0,0,0
22846,m-906,43.9000,477.4000,0.2240,-0.0032,-135.0000,0.1353,0.1144,0.2146,0.1236,0.0000,218,166,156,117,77,69,0,0,0,0
22847,m-213,31.3000,436.9000,0.8589,0.0086,-101.3099,0.0000,0.0976,0.1311,0.0480,0.2972,219,167,157,123,93,80,35,0,0,0
22847,m-504,71.5000,415.6000,0.2401,0.0035,-104.0362,0.0976,0.0000,0.2087,0.0756,0.3027,221,168,158,124,94,79,0,0,0,0
22847,m-608,34.5000,415.1000,1.8543,-0.0224,-111.8014,0.1311,0.2087,0.0000,0.1712,0.3790,217,165,153,120,90,78,34,0,0,0
22847,m-710,50.3000,453.8000,0.6024,0.0040,-96.3402,0.0480,0.0756,0.1712,0.0000,0.2737,220,166,156,117,77,69,0,0,0,0
22847,m-906,43.9000,477.4000,0.2556,-0.0012,0.0000,0.2972,0.3027,0.3790,0.2737,0.0000,218,166,156,117,77,69,0,0,0,0
22848,m-213,31.0000,435.8000,0.7732,0.0095,-105.2551,0.0000,0.0974,0.1671,0.0492,0.7991,219,167,157,123,93,80,35,0,0,0
22848,m-504,71.3000,415.2000,0.2054,0.0036,-116.5651,0.0974,0.0000,0.2394,0.0911,0.8308,221,168,158,124,94,79,0,0,0,0
22848,m-608,34.2000,414.4000,2.0782,-0.0216,-113.1986,0.1671,0.2394,0.0000,0.2026,0.8515,217,165,153,120,90,78,34,0,0,0
22848,m-710,50.2000,452.9000,0.5628,0.0016,-96.3402,0.0492,0.0911,0.2026,0.0000,0.7713,220,166,156,117,77,69,0,0,0,0
22848,m-906,43.8000,477.4000,0.2680,-0.0009,180.0000,0.7991,0.8308,0.8515,0.7713,0.0000,218,166,156,117,77,69,0,0,0,0
22849,m-213,30.6000,434.6000,0.6783,0.0093,-108.4349,0.0000,0.1007,0.2071,0.0638,0.1469,219,167,157,123,93,80,35,0,0,0
22849,m-504,71.3000,414.7000,0.1695,0.0021,-90.0000,0.1007,0.0000,0.2706,0.0730,0.1981,221,168,158,124,94,79,0,0,0,0
22849,m-608,34.1000,413.4000,2.2939,-0.0206,-95.7106,0.2071,0.2706,0.0000,0.2258,0.3106,217,165,153,120,90,78,34,0,0,0
22849,m-710,50.2000,452.2000,0.5467,0.0010,-90.0000,0.0638,0.0730,0.2258,0.0000,0.1830,220,166,156,117,77,69,0,0,0,0
22849,m-906,43.6000,477.3000,0.2772,0.0006,-153.4349,0.1469,0.1981,0.3106,0.1830,0.0000,218,166,156,117,77,69,0,0,0,0
22850,m-213,30.1000,433.5000,0.5858,0.0073,-114.4440,0.0000,0.0854,0.2475,0.0548,0.8232,219,167,157,123,93,80,35,0,0,0
22850,m-504,71.2000,414.3000,0.1483,-0.0002,-104.0362,0.0854,0.0000,0.2993,0.0749,0.7963,221,168,158,124,94,79,0,0,0,0
22850,m-608,34.0000,412.1000,2.4995,-0.0168,-94.3987,0.2475,0.2993,0.0000,0.2521,0.8180,217,165,153,120,90,78,34,0,0,0
22850,m-710,50.1000,451.6000,0.5368,0.0000,-99.4623,0.0548,0.0749,0.2521,0.0000,0.7799,220,166,156,117,77,69,0,0,0,0
22850,m-906,43.4000,477.3000,0.2714,0.0006,180.0000,0.8232,0.7963,0.8180,0.7799,0.0000,218,166,156,117,77,69,0,0,0,0
22851,m-213,29.8000,432.4000,0.5130,0.0064,-105.2551,0.0000,0.0855,0.2761,0.0374,0.7975,219,167,157,123,93,80,35,0,0,0
22851,m-504,71.2000,414.1000,0.1506,0.0010,-90.0000,0.0855,0.0000,0.3187,0.0798,0.7575,221,168,158,124,94,79,0,0,0,0
22851,m-608,34.1000,410.5000,2.6672,-0.0172,-86.4237,0.2761,0.3187,0.0000,0.2756,0.8054,-1,165,153,120,90,78,34,0,0,0
22851,m-710,50.0000,451.1000,0.5368,0.0006,-101.3099,0.0374,0.0798,0.2756,0.0000,0.7851,220,166,156,117,77,69,0,0,0,0
22851,m-906,43.2000,477.3000,0.2655,0.0030,180.0000,0.7975,0.7575,0.8054,0.7851,0.0000,218,166,156,117,77,69,0,0,0,0
22852,m-213,29.5000,431.4000,0.4486,0.0054,-106.6992,0.0000,0.0842,0.3057,0.0599,0.8014,219,167,157,123,93,80,35,0,0,0
22852,m-504,71.2000,413.9000,0.1406,0.0004,-90.0000,0.0842,0.0000,0.3412,0.0733,0.7575,221,168,158,124,94,79,0,0,0,0
22852,m-608,34.2000,408.8000,2.8390,-0.0144,-86.6335,0.3057,0.3412,0.0000,0.2947,0.8159,-1,165,153,120,90,78,34,0,0,0
22852,m-710,50.0000,450.5000,0.5307,-0.0001,-90.0000,0.0599,0.0733,0.2947,0.0000,0.7538,220,166,156,117,77,69,0,0,0,0
22852,m-906,42.9000,477.3000,0.2355,0.0002,180.0000,0.8014,0.7575,0.8159,0.7538,0.0000,218,166,156,117,77,69,0,0,0,0
22853,m-213,29.2000,430.5000,0.3950,0.0020,-108.4349,0.0000,0.1890,0.3341,0.0655,0.8061,219,167,157,123,93,80,35,0,0,0
22853,m-504,71.3000,413.8000,0.1365,-0.0004,-45.0000,0.1890,0.0000,0.3731,0.1453,0.6333,221,168,158,124,94,79,0,0,0,0
22853,m-608,34.5000,406.9000,2.9826,-0.0107,-81.0274,0.3341,0.3731,0.0000,0.3133,0.8095,-1,165,153,120,90,78,34,0,0,0
22853,m-710,50.0000,449.9000,0.5315,-0.0004,-90.0000,0.0655,0.1453,0.3133,0.0000,0.7539,220,166,156,117,77,69,0,0,0,0
22853,m-906,42.6000,477.3000,0.2338,0.0020,180.0000,0.8061,0.6333,0.8095,0.7539,0.0000,218,166,156,117,77,69,0,0,0,0
22854,m-213,29.1000,429.8000,0.3752,0.0000,-98.1301,0.0000,0.2811,0.3491,0.0479,0.7776,219,167,157,123,93,80,35,0,0,0
22854,m-504,71.4000,413.8000,0.1406,-0.0004,0.0000,0.2811,0.0000,0.4221,0.2611,0.5095,221,168,158,124,94,79,0,0,0,0
22854,m-608,35.2000,404.8000,3.0893,-0.0075,-71.5651,0.3491,0.4221,0.0000,0.3293,0.7933,-1,165,153,120,90,78,34,0,0,0
22854,m-710,50.0000,449.4000,0.5354,0.0006,-90.0000,0.0479,0.2611,0.3293,0.0000,0.7541,220,166,156,117,77,69,0,0,0,0
22854,m-906,42.3000,477.3000,0.2138,0.0017,180.0000,0.7776,0.5095,0.7933,0.7541,0.0000,218,166,156,117,77,69,0,0,0,0
22855,m-213,29.1000,429.3000,0.3752,-0.0020,-90.0000,0.0000,0.2590,0.3558,0.0418,0.2106,219,167,157,123,93,80,35,0,0,0
22855,m-504,71.5000,413.8000,0.1448,-0.0022,0.0000,0.2590,0.0000,0.4261,0.2607,0.4591,221,168,158,124,94,79,0,0,0,0
22855,m-608,36.1000,402.5000,3.1643,-0.0013,-68.6294,0.3558,0.4261,0.0000,0.3408,0.4629,-1,-1,153,120,90,78,34,0,0,0
22855,m-710,50.0000,448.8000,0.5292,-0.0013,-90.0000,0.0418,0.2607,0.3408,0.0000,0.2072,220,166,156,117,77,69,0,0,0,0
22855,m-906,42.0000,477.2000,0.1963,0.0020,-161.5651,0.2106,0.4591,0.4629,0.2072,0.0000,218,166,156,117,77,69,0,0,0,0
22856,m-213,29.2000,428.9000,0.3948,-0.0031,-75.9638,0.0000,0.4668,0.3526,0.0568,0.7164,219,167,157,123,93,80,35,0,0,0
22856,m-504,71.5000,413.9000,0.1664,-0.0038,90.0000,0.4668,0.0000,0.5678,0.5063,0.2665,221,168,158,124,94,79,0,0,0,0
22856,m-608,37.4000,400.1000,3.1774,-0.0003,-61.5571,0.3526,0.5678,0.0000,0.3451,0.7770,-1,-1,-1,120,90,78,34,0,0,0
22856,m-710,50.0000,448.3000,0.5425,-0.0004,-90.0000,0.0568,0.5063,0.3451,0.0000,0.7545,220,166,156,117,77,69,0,0,0,0
22856,m-906,41.7000,477.2000,0.1763,0.0012,180.0000,0.7164,0.2665,0.7770,0.7545,0.0000,218,166,156,117,77,69,0,0,0,0
22857,m-213,29.3000,428.7000,0.4263,-0.0012,-63.4349,0.0000,0.1881,0.3475,0.0839,0.2828,219,167,157,123,93,80,35,0,0,0
22857,m-504,71.7000,413.9000,0.2047,-0.0098,0.0000,0.1881,0.0000,0.4086,0.2596,0.4591,221,168,158,124,94,79,0,0,0,0
22857,m-608,38.9000,397.7000,3.1804,0.0020,-57.9946,0.3475,0.4086,0.0000,0.3478,0.4859,-1,-1,-1,120,90,78,34,0,0,0
22857,m-710,50.0000,447.8000,0.5463,-0.0034,-90.0000,0.0839,0.2596,0.3478,0.0000,0.2088,220,166,156,117,77,69,0,0,0,0
22857,m-906,41.4000,477.1000,0.1647,0.0012,-161.5651,0.2828,0.4591,0.4859,0.2088,0.0000,218,166,156,117,77,69,0,0,0,0
22858,m-213,29.5000,428.5000,0.4380,-0.0010,-45.0000,0.0000,0.3808,0.3444,0.1619,0.3109,219,167,157,123,93,80,35,0,0,0
22858,m-504,71.7000,414.0000,0.3029,-0.0114,90.0000,0.3808,0.0000,0.5376,0.5365,0.6844,221,168,158,124,94,79,0,0,0,0
22858,m-608,40.7000,395.3000,3.1606,0.0036,-53.1301,0.3444,0.5376,0.0000,0.3562,0.4805,-1,-1,-1,120,90,78,34,0,0,0
22858,m-710,49.9000,447.3000,0.5808,-0.0045,-101.3099,0.1619,0.5365,0.3562,0.0000,0.1599,220,166,156,117,77,69,0,0,0,0
22858,m-906,41.2000,477.0000,0.1523,0.0009,-153.4349,0.3109,0.6844,0.4805,0.1599,0.0000,218,166,156,117,77,69,0,0,0,0
22859,m-213,29.6000,428.2000,0.4476,-0.0012,-71.5651,0.0000,0.3298,0.3415,0.1196,0.2617,219,167,157,123,93,80,35,0,0,0
22859,m-504,71.8000,414.1000,0.4168,-0.0157,45.0000,0.3298,0.0000,0.4416,0.4405,0.5835,221,168,158,124,94,79,0,0,0,0
22859,m-608,42.5000,392.7000,3.1245,0.0053,-55.3048,0.3415,0.4416,0.0000,0.3571,0.4885,-1,-1,-1,-1,90,78,34,0,0,0
22859,m-710,49.7000,446.8000,0.6254,-0.0047,-111.8014,0.1196,0.4405,0.3571,0.0000,0.1565,220,166,156,117,77,69,0,0,0,0
22859,m-906,40.9000,476.9000,0.1431,-0.0006,-161.5651,0.2617,0.5835,0.4885,0.1565,0.0000,218,166,156,117,77,69,0,0,0,0
22860,m-213,29.8000,428.0000,0.4594,0.0011,-45.0000,0.0000,0.1387,0.3319,0.1629,0.2618,219,167,157,123,93,80,35,0,0,0
22860,m-504,72.0000,414.1000,0.5737,-0.0183,0.0000,0.1387,0.0000,0.3494,0.2870,0.3904,221,168,158,124,94,79,0,0,0,0
22860,m-608,44.5000,390.0000,3.0715,0.0014,-53.4711,0.3319,0.3494,0.0000,0.3364,0.4449,-1,-1,-1,-1,90,78,34,0,0,0
22860,m-710,49.6000,446.3000,0.6729,-0.0066,-101.3099,0.1629,0.2870,0.3364,0.0000,0.1216,220,166,156,117,77,69,0,0,0,0
22860,m-906,40.8000,476.8000,0.1489,-0.0006,-135.0000,0.2618,0.3904,0.4449,0.1216,0.0000,218,166,156,117,77,69,0,0,0,0
22861,m-213,29.9000,427.6000,0.4481,0.0018,-75.9638,0.0000,0.1541,0.3377,0.0867,0.1806,219,167,157,123,93,80,35,0,0,0
22861,m-504,72.2000,414.0000,0.7565,-0.0217,-26.5651,0.1541,0.0000,0.3006,0.2143,0.3243,221,168,158,124,94,79,0,0,0,0
22861,m-608,46.5000,387.4000,3.0573,0.0014,-52.4314,0.3377,0.3006,0.0000,0.3292,0.4452,-1,-1,-1,-1,90,78,34,0,0,0
22861,m-710,49.5000,445.8000,0.7389,-0.0082,-101.3099,0.0867,0.2143,0.3292,0.0000,0.1260,220,166,156,117,77,69,0,0,0,0
22861,m-906,40.7000,476.7000,0.1548,-0.0030,-135.0000,0.1806,0.3243,0.4452,0.1260,0.0000,218,166,156,117,77,69,0,0,0,0
22862,m-213,29.9000,427.2000,0.4305,0.0013,-90.0000,0.0000,0.5092,0.3487,0.0852,0.2609,219,167,157,123,93,80,35,0,0,0
22862,m-504,72.2000,414.1000,0.9733,-0.0217,90.0000,0.5092,0.0000,0.4756,0.5647,0.2843,221,168,158,124,94,79,0,0,0,0
22862,m-608,48.6000,384.7000,3.0429,-0.0000,-52.1250,0.3487,0.4756,0.0000,0.3332,0.4040,-1,-1,-1,-1,90,78,34,0,0,0
22862,m-710,49.3000,445.3000,0.8211,-0.0085,-111.8014,0.0852,0.5647,0.3332,0.0000,0.3242,220,166,156,117,77,69,0,0,0,0
22862,m-906,40.7000,476.7000,0.1848,0.0008,0.0000,0.2609,0.2843,0.4040,0.3242,0.0000,218,166,156,117,77,69,0,0,0,0
22863,m-213,30.0000,426.8000,0.4175,0.0023,-75.9638,0.0000,0.4757,0.3404,0.0958,0.1796,219,167,157,123,93,80,35,0,0,0
22863,m-504,72.2000,414.2000,1.1900,-0.0208,90.0000,0.4757,0.0000,0.4647,0.5312,0.6458,221,168,158,124,94,79,0,0,0,0
22863,m-608,50.6000,382.0000,3.0430,-0.0030,-53.4711,0.3404,0.4647,0.0000,0.3074,0.4419,-1,-1,-1,-1,90,78,34,0,0,0
22863,m-710,49.2000,444.7000,0.9059,-0.0099,-99.4623,0.0958,0.5312,0.3074,0.0000,0.1412,220,166,156,117,77,69,0,0,0,0
22863,m-906,40.5000,476.5000,0.1765,-0.0020,-135.0000,0.1796,0.6458,0.4419,0.1412,0.0000,218,166,156,117,77,69,0,0,0,0
22864,m-213,29.9000,426.3000,0.3948,0.0022,-101.3099,0.0000,0.6725,0.3680,0.0885,0.0774,219,167,157,123,93,80,35,0,0,0
22864,m-504,72.1000,414.3000,1.3979,-0.0208,135.0000,0.6725,0.0000,0.5650,0.6909,0.6508,221,168,158,124,94,79,0,0,0,0
22864,m-608,52.6000,379.4000,3.0735,-0.0023,-52.4314,0.3680,0.5650,0.0000,0.3184,0.3956,-1,-1,-1,-1,90,78,34,0,0,0
22864,m-710,49.0000,444.2000,1.0050,-0.0107,-111.8014,0.0885,0.6909,0.3184,0.0000,0.1256,220,166,156,117,77,69,0,0,0,0
22864,m-906,40.5000,476.4000,0.1965,-0.0037,-90.0000,0.0774,0.6508,0.3956,0.1256,0.0000,218,166,156,117,77,69,0,0,0,0
22865,m-213,29.9000,425.8000,0.3731,0.0038,-90.0000,0.0000,0.2067,0.3623,0.1157,0.1431,219,167,157,123,93,80,35,0,0,0
22865,m-504,72.0000,414.2000,1.6058,-0.0161,-135.0000,0.2067,0.0000,0.2979,0.1017,0.1940,221,168,158,124,94,79,0,0,0,0
22865,m-608,54.5000,376.8000,3.0962,-0.0054,-53.8418,0.3623,0.2979,0.0000,0.3086,0.4431,-1,-1,-1,125,90,78,34,0,0,0
22865,m-710,48.8000,443.7000,1.1124,-0.0108,-111.8014,0.1157,0.1017,0.3086,0.0000,0.1348,220,166,156,117,77,69,0,0,0,0
22865,m-906,40.4000,476.3000,0.2334,-0.0035,-135.0000,0.1431,0.1940,0.4431,0.1348,0.0000,218,166,156,117,77,69,0,0,0,0
22866,m-213,29.8000,425.2000,0.3347,0.0026,-99.4623,0.0000,0.2034,0.3820,0.1185,0.0728,219,167,157,123,93,80,35,0,0,0
22866,m-504,72.1000,413.9000,1.7665,-0.0144,-71.5651,0.2034,0.0000,0.1885,0.1326,0.2144,221,168,158,124,94,79,0,0,0,0
22866,m-608,56.2000,374.5000,3.1502,-0.0045,-53.5308,0.3820,0.1885,0.0000,0.2994,0.3976,-1,-1,-1,125,90,78,34,0,0,0
22866,m-710,48.6000,443.1000,1.2203,-0.0107,-108.4349,0.1185,0.1326,0.2994,0.0000,0.1370,220,166,156,117,77,69,0,0,0,0
22866,m-906,40.4000,476.2000,0.2681,-0.0061,-90.0000,0.0728,0.2144,0.3976,0.1370,0.0000,218,166,156,117,77,69,0,0,0,0
22867,m-213,29.6000,424.7000,0.3091,0.0018,-111.8014,0.0000,0.2551,0.4034,0.1318,0.0911,219,167,157,123,93,80,35,0,0,0
22867,m-504,72.4000,413.4000,1.9107,-0.0100,-59.0362,0.2551,0.0000,0.1711,0.1712,0.2343,221,168,158,124,94,79,0,0,0,0
22867,m-608,57.9000,372.2000,3.1954,-0.0037,-53.5308,0.4034,0.1711,0.0000,0.2990,0.3969,-1,-1,-1,125,90,78,34,0,0,0
22867,m-710,48.4000,442.6000,1.3277,-0.0077,-111.8014,0.1318,0.1712,0.2990,0.0000,0.1459,220,166,156,117,77,69,0,0,0,0
22867,m-906,40.4000,476.0000,0.3287,-0.0068,-90.0000,0.0911,0.2343,0.3969,0.1459,0.0000,218,166,156,117,77,69,0,0,0,0
22868,m-213,29.6000,424.3000,0.2915,0.0001,-90.0000,0.0000,0.2418,0.3890,0.1542,0.0695,219,167,157,123,93,80,35,0,0,0
22868,m-504,73.0000,412.5000,2.0106,-0.0114,-56.3099,0.2418,0.0000,0.1635,0.1762,0.2410,221,168,158,124,94,79,0,0,0,0
22868,m-608,59.5000,369.9000,3.2329,-0.0006,-55.1755,0.3890,0.1635,0.0000,0.2915,0.3934,-1,-1,-1,125,90,78,34,0,0,0
22868,m-710,48.1000,441.8000,1.4051,-0.0062,-110.5560,0.1542,0.1762,0.2915,0.0000,0.1457,220,166,156,117,77,69,0,0,0,0
22868,m-906,40.4000,475.9000,0.3968,-0.0081,-90.0000,0.0695,0.2410,0.3934,0.1457,0.0000,218,166,156,117,77,69,0,0,0,0
22869,m-213,29.5000,423.9000,0.2902,-0.0014,-104.0362,0.0000,0.2789,0.4020,0.1532,0.1343,219,167,157,123,93,80,35,0,0,0
22869,m-504,73.8000,411.5000,2.1246,-0.0100,-51.3402,0.2789,0.0000,0.1518,0.1995,0.2289,221,168,158,124,94,79,0,0,0,0
22869,m-608,61.1000,367.6000,3.2391,0.0019,-55.1755,0.4020,0.1518,0.0000,0.2920,0.3744,-1,-1,-1,125,90,78,34,0,0,0
22869,m-710,47.7000,440.9000,1.4669,-0.0064,-113.9625,0.1532,0.1995,0.2920,0.0000,0.1930,220,166,156,117,77,69,0,0,0,0
22869,m-906,40.5000,475.7000,0.4774,-0.0088,-63.4349,0.1343,0.2289,0.3744,0.1930,0.0000,218,166,156,117,77,69,0,0,0,0
22870,m-213,29.5000,423.5000,0.3041,-0.0037,-90.0000,0.0000,0.2750,0.3855,0.1703,0.0762,219,167,157,123,93,80,35,0,0,0
22870,m-504,75.0000,410.2000,2.2243,-0.0086,-47.2906,0.2750,0.0000,0.1416,0.2116,0.2576,-1,168,158,124,94,79,0,0,0,0
22870,m-608,62.6000,365.2000,3.2201,0.0085,-57.9946,0.3855,0.1416,0.0000,0.2806,0.3734,-1,-1,-1,125,90,78,34,0,0,0
22870,m-710,47.3000,440.0000,1.5312,-0.0064,-113.9625,0.1703,0.2116,0.2806,0.0000,0.1457,220,166,156,117,77,69,0,0,0,0
22870,m-906,40.5000,475.5000,0.5656,-0.0094,-90.0000,0.0762,0.2576,0.3734,0.1457,0.0000,218,166,156,117,77,69,0,0,0,0
22871,m-213,29.5000,423.2000,0.3412,-0.0063,-90.0000,0.0000,0.2861,0.3710,0.1692,0.0796,219,167,157,123,93,80,35,0,0,0
22871,m-504,76.5000,408.8000,2.3098,-0.0092,-43.0251,0.2861,0.0000,0.1287,0.2139,0.2633,-1,168,158,124,94,79,0,0,0,0
22871,m-608,64.2000,362.5000,3.1347,0.0103,-59.3493,0.3710,0.1287,0.0000,0.2593,0.3542,-1,-1,-1,-1,90,78,34,0,0,0
22871,m-710,46.9000,438.9000,1.5952,-0.0056,-109.9831,0.1692,0.2139,0.2593,0.0000,0.1382,220,166,156,117,77,69,0,0,0,0
22871,m-906,40.5000,475.3000,0.6596,-0.0084,-90.0000,0.0796,0.2633,0.3542,0.1382,0.0000,218,166,156,117,77,69,0,0,0,0
22872,m-213,29.6000,423.0000,0.4042,-0.0093,-63.4349,0.0000,0.2657,0.3423,0.2000,0.1096,219,167,157,123,93,80,35,0,0,0
22872,m-504,78.2000,407.3000,2.4020,-0.0092,-41.4237,0.2657,0.0000,0.1122,0.2133,0.2672,-1,168,158,124,94,79,0,0,0,0
22872,m-608,65.9000,359.7000,3.0319,0.0124,-58.7363,0.3423,0.1122,0.0000,0.2424,0.3360,-1,-1,-1,-1,90,78,34,0,0,0
22872,m-710,46.5000,437.6000,1.6516,-0.0037,-107.1027,0.2000,0.2133,0.2424,0.0000,0.1326,220,166,156,117,77,69,0,0,0,0
22872,m-906,40.5000,475.0000,0.7436,-0.0094,-90.0000,0.1096,0.2672,0.3360,0.1326,0.0000,218,166,156,117,77,69,0,0,0,0
22873,m-213,29.8000,422.8000,0.4968,-0.0089,-45.0000,0.0000,0.2593,0.3199,0.2276,0.1492,219,167,157,123,93,80,35,0,0,0
22873,m-504,79.9000,405.8000,2.4942,-0.0118,-41.4237,0.2593,0.0000,0.0976,0.2143,0.2680,-1,168,158,124,94,79,0,0,0,0
22873,m-608,67.6000,356.8000,2.9076,0.0147,-59.6209,0.3199,0.0976,0.0000,0.2264,0.3143,-1,-1,-1,-1,90,78,34,0,0,0
22873,m-710,46.1000,436.2000,1.6885,-0.0028,-105.9454,0.2276,0.2143,0.2264,0.0000,0.1259,220,166,156,117,77,69,0,0,0,0
22873,m-906,40.5000,474.8000,0.8376,-0.0100,-90.0000,0.1492,0.2680,0.3143,0.1259,0.0000,218,166,156,117,77,69,0,0,0,0
22874,m-213,30.0000,422.6000,0.5855,-0.0113,-45.0000,0.0000,0.2645,0.2939,0.2128,0.1495,219,167,157,123,93,80,35,0,0,0
22874,m-504,81.7000,404.5000,2.6118,-0.0104,-35.8377,0.2645,0.0000,0.0969,0.2225,0.2787,-1,168,158,124,94,79,0,0,0,0
22874,m-608,69.4000,353.7000,2.7610,0.0136,-59.8586,0.2939,0.0969,0.0000,0.2057,0.2914,-1,-1,-1,-1,95,78,34,0,0,0
22874,m-710,45.8000,434.7000,1.7166,-0.0021,-101.3099,0.2128,0.2225,0.2057,0.0000,0.1148,220,166,156,117,77,69,0,0,0,0
22874,m-906,40.5000,474.5000,0.9380,-0.0079,-90.0000,0.1495,0.2787,0.2914,0.1148,0.0000,218,166,156,117,77,69,0,0,0,0
22875,m-213,30.2000,422.4000,0.6987,-0.0138,-45.0000,0.0000,0.2640,0.2671,0.1964,0.1756,219,167,157,123,93,80,35,0,0,0
22875,m-504,83.5000,403.2000,2.7154,-0.0098,-35.8377,0.2640,0.0000,0.0985,0.2191,0.2998,-1,168,158,124,94,79,0,0,0,0
22875,m-608,71.1000,350.7000,2.6250,0.0141,-60.4612,0.2671,0.0985,0.0000,0.1876,0.2836,-1,-1,-1,-1,95,78,34,0,0,0
22875,m-710,45.6000,433.1000,1.7378,-0.0009,-97.1250,0.1964,0.2191,0.1876,0.0000,0.1054,-1,166,156,117,77,69,0,0,0,0
22875,m-906,40.4000,474.0000,1.0174,-0.0085,-101.3099,0.1756,0.2998,0.2836,0.1054,0.0000,218,166,156,117,77,69,0,0,0,0
22876,m-213,30.4000,422.3000,0.8366,-0.0152,-26.5651,0.0000,0.2586,0.2540,0.2273,0.2618,219,167,157,123,93,80,35,0,0,0
22876,m-504,85.2000,402.3000,2.8130,-0.0038,-27.8973,0.2586,0.0000,0.1262,0.2421,0.3445,-1,168,158,124,94,79,0,0,0,0
22876,m-608,72.7000,347.7000,2.4843,0.0122,-61.9275,0.2540,0.1262,0.0000,0.1757,0.2852,-1,-1,-1,-1,95,78,34,0,0,0
22876,m-710,45.4000,431.4000,1.7469,-0.0029,-96.7098,0.2273,0.2421,0.1757,0.0000,0.1122,-1,166,156,117,77,69,0,0,0,0
22876,m-906,40.2000,473.6000,1.1027,-0.0055,-116.5651,0.2618,0.3445,0.2852,0.1122,0.0000,218,166,156,117,77,69,0,0,0,0
22877,m-213,30.6000,422.1000,0.9886,-0.0150,-45.0000,0.0000,0.2480,0.2115,0.1767,0.2197,219,167,157,123,93,80,35,0,0,0
22877,m-504,86.9000,401.2000,2.8514,-0.0005,-32.9052,0.2480,0.0000,0.1246,0.2333,0.3402,-1,168,158,124,94,79,0,0,0,0
22877,m-608,74.3000,344.8000,2.3619,0.0077,-61.1134,0.2115,0.1246,0.0000,0.1702,0.2808,-1,-1,-1,-1,95,78,34,0,0,0
22877,m-710,45.2000,429.8000,1.7757,-0.0037,-97.1250,0.1767,0.2333,0.1702,0.0000,0.1145,-1,166,156,117,77,69,0,0,0,0
22877,m-906,39.8000,472.9000,1.1581,-0.0095,-119.7449,0.2197,0.3402,0.2808,0.1145,0.0000,218,166,156,117,77,69,0,0,0,0
22878,m-213,30.7000,421.9000,1.1389,-0.0147,-63.4349,0.0000,0.2424,0.1862,0.1351,0.1969,219,167,157,123,93,80,35,0,0,0
22878,m-504,88.6000,400.0000,2.8559,0.0030,-35.2176,0.2424,0.0000,0.1285,0.2340,0.3500,-1,168,158,124,94,79,0,0,0,0
22878,m-608,75.8000,342.0000,2.2846,0.0021,-61.8214,0.1862,0.1285,0.0000,0.1709,0.2884,-1,-1,-1,126,95,78,34,0,0,0
