time,animal_id,x,y,average_speed,average_acceleration,direction,m-213,m-504,m-608,m-710,m-906,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7,c-8,c-9
20000,m-213,357.3000,766.4000,0.0000,0.0000,0.0000,0.0000,0.0629,0.0880,0.0381,0.0366,0,0,0,0,0,0,0,0,0,0
20000,m-504,353.7000,717.9000,0.0000,0.0000,0.0000,0.0629,0.0000,0.0706,0.0991,0.0762,1,1,1,1,1,1,0,0,0,0
20000,m-608,300.5000,729.3000,0.0000,0.0000,0.0000,0.0880,0.0706,0.0000,0.1043,0.0665,2,2,2,2,2,2,0,0,0,0
20000,m-710,348.0000,794.3000,0.0000,0.0000,0.0000,0.0381,0.0991,0.1043,0.0000,0.0379,3,3,3,3,1,1,0,0,0,0
20000,m-906,329.6000,771.6000,0.0000,0.0000,0.0000,0.0366,0.0762,0.0665,0.0379,0.0000,4,3,3,3,1,1,0,0,0,0
20001,m-213,357.5000,766.4000,0.1455,-0.0022,0.0000,0.0000,0.2617,0.2905,0.5057,0.2979,0,0,0,0,0,0,0,0,0,0
20001,m-504,353.7000,718.3000,0.4787,-0.0020,90.0000,0.2617,0.0000,0.0744,0.2696,0.0873,1,1,1,1,1,1,0,0,0,0
20001,m-608,300.4000,730.0000,0.5020,0.0031,98.1301,0.2905,0.0744,0.0000,0.2505,0.0695,2,2,2,2,2,2,0,0,0,0
20001,m-710,347.7000,794.3000,0.5720,-0.0027,180.0000,0.5057,0.2696,0.2505,0.0000,0.2149,3,3,3,3,1,1,0,0,0,0
20001,m-906,329.5000,772.0000,0.6105,-0.0044,104.0362,0.2979,0.0873,0.0695,0.2149,0.0000,4,3,3,3,1,1,0,0,0,0
20002,m-213,357.6000,766.3000,0.1674,-0.0028,-45.0000,0.0000,0.3524,0.4099,0.2593,0.4212,0,0,0,0,0,0,0,0,0,0
20002,m-504,353.8000,718.8000,0.4984,-0.0007,78.6901,0.3524,0.0000,0.0895,0.6033,0.1057,1,1,1,1,1,1,0,0,0,0
20002,m-608,300.3000,730.7000,0.4713,0.0041,98.1301,0.4099,0.0895,0.0000,0.6576,0.0717,2,2,2,2,2,2,0,0,0,0
20002,m-710,347.6000,794.2000,0.5991,-0.0015,-135.0000,0.2593,0.6033,0.6576,0.0000,0.6669,3,3,3,3,1,1,0,0,0,0
20002,m-906,329.4000,772.4000,0.6547,-0.0046,104.0362,0.4212,0.1057,0.0717,0.6669,0.0000,4,3,3,3,1,1,0,0,0,0
20003,m-213,357.7000,766.4000,0.1957,-0.0022,45.0000,0.0000,0.0970,0.1743,0.2895,0.2312,0,0,0,0,0,0,0,0,0,0
20003,m-504,354.0000,719.3000,0.5054,-0.0029,68.1986,0.0970,0.0000,0.1103,0.3603,0.1741,1,1,1,1,1,1,0,0,0,0
20003,m-608,300.2000,731.4000,0.4305,0.0033,98.1301,0.1743,0.1103,0.0000,0.4426,0.1024,2,2,2,2,2,2,0,0,0,0
20003,m-710,347.8000,793.9000,0.6140,0.0015,-56.3099,0.2895,0.3603,0.4426,0.0000,0.5028,3,3,3,3,1,1,0,0,0,0
20003,m-906,329.2000,772.7000,0.7011,-0.0050,123.6901,0.2312,0.1741,0.1024,0.5028,0.0000,4,3,3,3,1,1,0,0,0,0
20004,m-213,357.8000,766.5000,0.2176,-0.0050,45.0000,0.0000,0.1185,0.1984,0.2579,0.2137,0,0,0,0,0,0,0,0,0,0
20004,m-504,354.1000,719.8000,0.5344,-0.0026,78.6901,0.1185,0.0000,0.1111,0.3577,0.1330,1,1,1,1,1,1,0,0,0,0
20004,m-608,300.0000,732.0000,0.3973,0.0011,108.4349,0.1984,0.1111,0.0000,0.4399,0.0820,2,2,2,2,2,2,0,0,0,0
20004,m-710,348.2000,793.5000,0.5987,0.0048,-45.0000,0.2579,0.3577,0.4399,0.0000,0.4519,3,3,3,3,1,1,0,0,0,0
20004,m-906,329.0000,773.1000,0.7512,-0.0029,116.5651,0.2137,0.1330,0.0820,0.4519,0.0000,4,3,3,3,1,1,0,0,0,0
20005,m-213,357.8000,766.5000,0.2676,-0.0058,0.0000,0.0000,0.1902,0.2957,0.1487,0.3203,0,0,0,0,0,0,0,0,0,0
20005,m-504,354.3000,720.2000,0.5604,-0.0039,63.4349,0.1902,0.0000,0.1298,0.3303,0.1574,1,1,1,1,1,1,0,0,0,0
20005,m-608,299.9000,732.5000,0.3863,0.0021,101.3099,0.2957,0.1298,0.0000,0.4343,0.0867,2,2,2,2,2,2,0,0,0,0
20005,m-710,348.7000,792.9000,0.5506,0.0052,-50.1944,0.1487,0.3303,0.4343,0.0000,0.4536,3,3,3,3,1,1,0,0,0,0
20005,m-906,328.8000,773.6000,0.7798,-0.0032,111.8014,0.3203,0.1574,0.0867,0.4536,0.0000,4,3,3,3,1,1,0,0,0,0
20006,m-213,357.8000,766.5000,0.3259,-0.0041,0.0000,0.0000,0.2225,0.2953,0.1026,0.3197,0,0,0,0,0,0,0,0,0,0
20006,m-504,354.4000,720.6000,0.5998,-0.0029,75.9638,0.2225,0.0000,0.1055,0.3196,0.1288,1,1,1,1,1,1,0,0,0,0
20006,m-608,299.8000,733.0000,0.3653,0.0011,101.3099,0.2953,0.1055,0.0000,0.3895,0.0905,2,2,2,2,2,2,0,0,0,0
20006,m-710,349.3000,792.5000,0.4985,0.0056,-33.6901,0.1026,0.3196,0.3895,0.0000,0.4087,3,3,3,3,1,1,0,0,0,0
20006,m-906,328.6000,774.1000,0.8114,-0.0010,111.8014,0.3197,0.1288,0.0905,0.4087,0.0000,4,3,3,3,1,1,0,0,0,0
20007,m-213,357.9000,766.5000,0.3669,-0.0017,0.0000,0.0000,0.2221,0.3025,0.1165,0.3099,0,0,0,0,0,0,0,0,0,0
20007,m-504,354.5000,721.0000,0.6286,-0.0049,75.9638,0.2221,0.0000,0.1123,0.3362,0.1214,1,1,1,1,1,1,0,0,0,0
20007,m-608,299.7000,733.4000,0.3541,0.0021,104.0362,0.3025,0.1123,0.0000,0.4131,0.0883,2,2,2,2,2,2,0,0,0,0
20007,m-710,349.9000,792.0000,0.4427,0.0047,-39.8056,0.1165,0.3362,0.4131,0.0000,0.4172,3,3,3,3,1,1,0,0,0,0
20007,m-906,328.4000,774.7000,0.8210,0.0004,108.4349,0.3099,0.1214,0.0883,0.4172,0.0000,4,3,3,3,1,1,0,0,0,0
20008,m-213,358.0000,766.4000,0.3844,-0.0003,-45.0000,0.0000,0.3319,0.4241,0.0341,0.4551,0,0,0,0,0,0,0,0,0,0
20008,m-504,354.6000,721.3000,0.6776,-0.0030,71.5651,0.3319,0.0000,0.1241,0.3391,0.1486,1,1,1,1,1,1,0,0,0,0
20008,m-608,299.6000,733.8000,0.3329,0.0020,104.0362,0.4241,0.1241,0.0000,0.4270,0.0956,2,2,2,2,2,2,0,0,0,0
20008,m-710,350.3000,791.6000,0.3962,0.0034,-45.0000,0.0341,0.3391,0.4270,0.0000,0.4545,3,3,3,3,1,1,0,0,0,0
20008,m-906,328.1000,775.3000,0.8172,0.0032,116.5651,0.4551,0.1486,0.0956,0.4545,0.0000,4,3,3,3,1,1,0,0,0,0
20009,m-213,358.2000,766.2000,0.3877,-0.0009,-45.0000,0.0000,0.3825,0.3860,0.0731,0.4254,0,0,0,0,0,0,0,0,0,0
20009,m-504,354.6000,721.7000,0.7076,-0.0017,90.0000,0.3825,0.0000,0.0883,0.3271,0.0906,1,1,1,1,1,1,0,0,0,0
20009,m-608,299.6000,734.2000,0.3129,0.0022,90.0000,0.3860,0.0883,0.0000,0.3270,0.0987,2,2,2,2,2,2,0,0,0,0
20009,m-710,350.8000,791.4000,0.3623,0.0043,-21.8014,0.0731,0.3271,0.3270,0.0000,0.3615,3,3,3,3,1,1,0,0,0,0
20009,m-906,327.9000,776.0000,0.7856,0.0045,105.9454,0.4254,0.0906,0.0987,0.3615,0.0000,4,3,3,3,1,1,0,0,0,0
20010,m-213,358.4000,766.1000,0.3970,-0.0002,-26.5651,0.0000,0.2822,0.3861,0.0418,0.3867,0,0,0,0,0,0,0,0,0,0
20010,m-504,354.8000,722.3000,0.7249,-0.0020,71.5651,0.2822,0.0000,0.1374,0.2709,0.1342,1,1,1,1,1,1,0,0,0,0
20010,m-608,299.5000,734.5000,0.2912,0.0027,108.4349,0.3861,0.1374,0.0000,0.3672,0.0867,2,2,2,2,2,2,0,0,0,0
20010,m-710,351.4000,791.2000,0.3191,0.0043,-18.4349,0.0418,0.2709,0.3672,0.0000,0.3649,3,3,3,3,1,1,0,0,0,0
20010,m-906,327.6000,776.8000,0.7401,0.0070,110.5560,0.3867,0.1342,0.0867,0.3649,0.0000,4,3,3,3,1,1,0,0,0,0
20011,m-213,358.6000,765.9000,0.3987,0.0016,-45.0000,0.0000,0.3567,0.4244,0.0827,0.4146,0,0,0,0,0,0,0,0,0,0
20011,m-504,354.9000,722.9000,0.7447,-0.0009,80.5377,0.3567,0.0000,0.1155,0.2953,0.1007,1,1,1,1,1,1,0,0,0,0
20011,m-608,299.4000,734.9000,0.2641,0.0030,104.0362,0.4244,0.1155,0.0000,0.3554,0.0836,2,2,2,2,2,2,0,0,0,0
20011,m-710,352.0000,791.0000,0.2758,0.0021,-18.4349,0.0827,0.2953,0.3554,0.0000,0.3425,3,3,3,3,1,1,0,0,0,0
20011,m-906,327.4000,777.7000,0.6703,0.0075,102.5288,0.4146,0.1007,0.0836,0.3425,0.0000,4,3,3,3,1,1,0,0,0,0
20012,m-213,358.9000,765.7000,0.3826,0.0012,-33.6901,0.0000,0.3298,0.3557,0.0662,0.4051,0,0,0,0,0,0,0,0,0,0
20012,m-504,355.0000,723.6000,0.7540,-0.0020,81.8699,0.3298,0.0000,0.1009,0.2879,0.1146,1,1,1,1,1,1,0,0,0,0
20012,m-608,299.4000,735.3000,0.2341,0.0020,90.0000,0.3557,0.1009,0.0000,0.3064,0.0986,2,2,2,2,2,2,0,0,0,0
20012,m-710,352.4000,790.9000,0.2546,0.0023,-14.0362,0.0662,0.2879,0.3064,0.0000,0.3515,3,3,3,3,1,1,0,0,0,0
20012,m-906,327.1000,778.5000,0.5949,0.0068,110.5560,0.4051,0.1146,0.0986,0.3515,0.0000,4,3,3,3,1,1,0,0,0,0
20013,m-213,359.2000,765.4000,0.3702,0.0026,-45.0000,0.0000,0.3573,0.3864,0.1013,0.4181,0,0,0,0,0,0,0,0,0,0
20013,m-504,355.1000,724.2000,0.7738,-0.0020,80.5377,0.3573,0.0000,0.1051,0.2784,0.1080,1,1,1,1,1,1,0,0,0,0
20013,m-608,299.4000,735.6000,0.2141,0.0008,90.0000,0.3864,0.1051,0.0000,0.2993,0.0868,2,2,2,2,2,2,0,0,0,0
20013,m-710,352.9000,790.8000,0.2319,0.0013,-11.3099,0.1013,0.2784,0.2993,0.0000,0.3255,3,3,3,3,1,1,0,0,0,0
20013,m-906,326.9000,779.3000,0.5266,0.0073,104.0362,0.4181,0.1080,0.0868,0.3255,0.0000,4,3,3,3,1,1,0,0,0,0
20014,m-213,359.5000,765.2000,0.3442,0.0040,-33.6901,0.0000,0.3530,0.3557,0.0663,0.3989,0,0,0,0,0,0,0,0,0,0
20014,m-504,355.1000,725.0000,0.7943,-0.0020,90.0000,0.3530,0.0000,0.1041,0.3105,0.1045,1,1,1,1,1,1,0,0,0,0
20014,m-608,299.4000,735.9000,0.2065,-0.0002,90.0000,0.3557,0.1041,0.0000,0.3064,0.0901,2,2,2,2,2,2,0,0,0,0
20014,m-710,353.3000,790.7000,0.2189,-0.0006,-14.0362,0.0663,0.3105,0.3064,0.0000,0.3444,3,3,3,3,1,1,0,0,0,0
20014,m-906,326.6000,780.2000,0.4540,0.0041,108.4349,0.3989,0.1045,0.0901,0.3444,0.0000,4,3,3,3,1,1,0,0,0,0
20015,m-213,359.9000,764.9000,0.3042,0.0048,-36.8699,0.0000,0.3407,0.3641,0.1087,0.3957,0,0,0,0,0,0,0,0,0,0
20015,m-504,355.2000,725.7000,0.8142,-0.0029,81.8699,0.3407,0.0000,0.1081,0.2540,0.1134,1,1,1,1,1,1,0,0,0,0
20015,m-608,299.4000,736.3000,0.2089,-0.0020,90.0000,0.3641,0.1081,0.0000,0.2697,0.0822,2,2,2,2,2,2,0,0,0,0
20015,m-710,353.6000,790.7000,0.2250,-0.0016,0.0000,0.1087,0.2540,0.2697,0.0000,0.2931,3,3,3,3,1,1,0,0,0,0
20015,m-906,326.4000,781.0000,0.4128,0.0032,104.0362,0.3957,0.1134,0.0822,0.2931,0.0000,4,3,3,3,1,1,0,0,0,0
20016,m-213,360.4000,764.6000,0.2559,0.0037,-30.9638,0.0000,0.3293,0.3480,0.0930,0.3976,0,0,0,0,0,0,0,0,0,0
20016,m-504,355.3000,726.5000,0.8435,-0.0050,82.8750,0.3293,0.0000,0.1084,0.2567,0.1259,1,1,1,1,1,1,0,0,0,0
20016,m-608,299.4000,736.6000,0.2289,-0.0024,90.0000,0.3480,0.1084,0.0000,0.2697,0.0909,2,2,2,2,2,2,0,0,0,0
20016,m-710,353.8000,790.7000,0.2410,-0.0000,0.0000,0.0930,0.2567,0.2697,0.0000,0.3107,3,3,3,3,1,1,0,0,0,0
20016,m-906,326.1000,781.8000,0.3812,0.0028,110.5560,0.3976,0.1259,0.0909,0.3107,0.0000,4,3,3,3,1,1,0,0,0,0
20017,m-213,360.9000,764.5000,0.2190,0.0017,-11.3099,0.0000,0.2986,0.2955,0.0551,0.3310,0,0,0,0,0,0,0,0,0,0
20017,m-504,355.3000,727.2000,0.8935,-0.0049,90.0000,0.2986,0.0000,0.1088,0.3447,0.1145,1,1,1,1,1,1,0,0,0,0
20017,m-608,299.4000,736.9000,0.2528,-0.0060,90.0000,0.2955,0.1088,0.0000,0.3395,0.0824,2,2,2,2,2,2,0,0,0,0
20017,m-710,354.0000,790.6000,0.2410,-0.0012,-26.5651,0.0551,0.3447,0.3395,0.0000,0.3713,3,3,3,3,1,1,0,0,0,0
20017,m-906,325.9000,782.5000,0.3531,0.0022,105.9454,0.3310,0.1145,0.0824,0.3713,0.0000,4,3,3,3,1,1,0,0,0,0
20018,m-213,361.2000,764.4000,0.2015,0.0022,-18.4349,0.0000,0.3008,0.3148,0.0626,0.3576,0,0,0,0,0,0,0,0,0,0
20018,m-504,355.4000,728.0000,0.9429,-0.0060,82.8750,0.3008,0.0000,0.1097,0.2594,0.1323,1,1,1,1,1,1,0,0,0,0
20018,m-608,299.4000,737.1000,0.3128,-0.0070,90.0000,0.3148,0.1097,0.0000,0.2697,0.0857,2,2,2,2,2,2,0,0,0,0
20018,m-710,354.1000,790.6000,0.2534,0.0010,0.0000,0.0626,0.2594,0.2697,0.0000,0.3046,3,3,3,3,1,1,0,0,0,0
20018,m-906,325.7000,783.1000,0.3311,-0.0003,108.4349,0.3576,0.1323,0.0857,0.3046,0.0000,4,3,3,3,1,1,0,0,0,0
20019,m-213,361.5000,764.3000,0.1799,0.0003,-18.4349,0.0000,0.3225,0.3156,0.0628,0.3457,0,0,0,0,0,0,0,0,0,0
20019,m-504,355.4000,728.7000,1.0029,-0.0059,90.0000,0.3225,0.0000,0.1069,0.2798,0.1226,1,1,1,1,1,1,0,0,0,0
20019,m-608,299.4000,737.3000,0.3828,-0.0104,90.0000,0.3156,0.1069,0.0000,0.2701,0.0793,2,2,2,2,2,2,0,0,0,0
20019,m-710,354.3000,790.6000,0.2434,0.0010,0.0000,0.0628,0.2798,0.2701,0.0000,0.2925,3,3,3,3,1,1,0,0,0,0
20019,m-906,325.6000,783.5000,0.3346,0.0018,104.0362,0.3457,0.1226,0.0793,0.2925,0.0000,4,3,3,3,1,1,0,0,0,0
20020,m-213,361.8000,764.2000,0.1766,0.0020,-18.4349,0.0000,0.3435,0.3170,0.0628,0.3072,0,0,0,0,0,0,0,0,0,0
20020,m-504,355.3000,729.5000,1.0623,-0.0060,97.1250,0.3435,0.0000,0.1046,0.3003,0.1246,1,1,1,1,1,1,0,0,0,0
20020,m-608,299.4000,737.4000,0.4868,-0.0116,90.0000,0.3170,0.1046,0.0000,0.2715,0.0723,2,2,2,2,2,2,0,0,0,0
20020,m-710,354.5000,790.6000,0.2334,0.0020,0.0000,0.0628,0.3003,0.2715,0.0000,0.2538,3,3,3,3,1,1,0,0,0,0
20020,m-906,325.6000,783.9000,0.3170,0.0000,90.0000,0.3072,0.1246,0.0723,0.2538,0.0000,4,3,3,3,1,1,0,0,0,0
20021,m-213,362.1000,764.2000,0.1566,-0.0002,0.0000,0.0000,0.2996,0.1632,0.0362,0.3298,0,0,0,0,0,0,0,0,0,0
20021,m-504,355.2000,730.3000,1.1220,-0.0070,97.1250,0.2996,0.0000,0.1750,0.3036,0.1393,1,1,1,1,1,1,0,0,0,0
20021,m-608,299.5000,737.5000,0.6027,-0.0129,45.0000,0.1632,0.1750,0.0000,0.1671,0.2140,2,2,2,2,2,2,0,0,0,0
20021,m-710,354.7000,790.6000,0.2134,0.0010,0.0000,0.0362,0.3036,0.1671,0.0000,0.3273,3,3,3,3,1,1,0,0,0,0
20021,m-906,325.5000,784.1000,0.3170,-0.0004,116.5651,0.3298,0.1393,0.2140,0.3273,0.0000,4,3,3,3,1,1,0,0,0,0
20022,m-213,362.3000,764.2000,0.1589,0.0008,0.0000,0.0000,0.2854,0.2754,0.0359,0.2573,0,0,0,0,0,0,0,0,0,0
20022,m-504,355.2000,731.1000,1.1920,-0.0069,90.0000,0.2854,0.0000,0.5099,0.2899,0.5191,1,1,1,1,1,1,0,0,0,0
20022,m-608,299.5000,737.4000,0.7316,-0.0146,-90.0000,0.2754,0.5099,0.0000,0.2777,0.0861,2,2,2,2,2,2,0,0,0,0
20022,m-710,354.9000,790.6000,0.2034,0.0018,0.0000,0.0359,0.2899,0.2777,0.0000,0.2541,3,3,3,3,1,1,0,0,0,0
20022,m-906,325.5000,784.0000,0.3211,0.0004,-90.0000,0.2573,0.5191,0.0861,0.2541,0.0000,4,3,3,3,1,1,0,0,0,0
20023,m-213,362.6000,764.2000,0.1513,-0.0022,0.0000,0.0000,0.3071,0.5173,0.1304,0.1382,0,0,0,0,0,0,0,0,0,0
20023,m-504,355.1000,731.9000,1.2614,-0.0050,97.1250,0.3071,0.0000,0.2467,0.2122,0.4203,1,1,1,1,1,1,0,0,0,0
20023,m-608,299.4000,737.4000,0.8778,-0.0155,180.0000,0.5173,0.2467,0.0000,0.3986,0.6344,2,2,2,2,2,2,0,0,0,0
20023,m-710,355.1000,790.8000,0.1851,0.0014,45.0000,0.1304,0.2122,0.3986,0.0000,0.2543,3,3,3,3,1,1,0,0,0,0
20023,m-906,325.6000,783.9000,0.3170,-0.0008,-45.0000,0.1382,0.4203,0.6344,0.2543,0.0000,4,3,3,3,1,1,0,0,0,0
20024,m-213,362.7000,764.2000,0.1729,-0.0022,0.0000,0.0000,0.2777,0.4497,0.1304,0.1858,0,0,0,0,0,0,0,0,0,0
20024,m-504,355.2000,732.9000,1.3109,-0.0050,84.2894,0.2777,0.0000,0.2089,0.1949,0.4363,1,1,1,1,1,1,0,0,0,0
20024,m-608,299.2000,737.5000,1.0323,-0.0130,153.4349,0.4497,0.2089,0.0000,0.3361,0.6144,2,2,2,2,2,2,0,0,0,0
20024,m-710,355.3000,791.0000,0.1710,0.0016,45.0000,0.1304,0.1949,0.3361,0.0000,0.3052,3,3,3,3,1,1,0,0,0,0
20024,m-906,325.7000,783.7000,0.3246,0.0021,-63.4349,0.1858,0.4363,0.6144,0.3052,0.0000,4,3,3,3,1,1,0,0,0,0
20025,m-213,362.8000,764.2000,0.1945,-0.0022,0.0000,0.0000,0.3081,0.4051,0.1007,0.2188,0,0,0,0,0,0,0,0,0,0
20025,m-504,355.1000,733.8000,1.3607,-0.0010,96.3402,0.3081,0.0000,0.1325,0.2423,0.5034,1,1,1,1,1,1,0,0,0,0
20025,m-608,298.9000,737.8000,1.1620,-0.0116,135.0000,0.4051,0.1325,0.0000,0.3251,0.6013,2,2,2,2,2,2,0,0,0,0
20025,m-710,355.6000,791.2000,0.1549,0.0016,33.6901,0.1007,0.2423,0.3251,0.0000,0.3086,3,3,3,3,1,1,0,0,0,0
20025,m-906,325.8000,783.3000,0.3034,0.0013,-75.9638,0.2188,0.5034,0.6013,0.3086,0.0000,4,3,3,3,1,1,0,0,0,0
20026,m-213,362.9000,764.2000,0.2162,-0.0006,0.0000,0.0000,0.2920,0.3881,0.1613,0.1976,0,0,0,0,0,0,0,0,0,0
20026,m-504,355.1000,734.9000,1.3707,0.0029,90.0000,0.2920,0.0000,0.1268,0.1947,0.4666,1,1,1,1,1,1,0,0,0,0
20026,m-608,298.6000,738.2000,1.2784,-0.0099,126.8699,0.3881,0.1268,0.0000,0.2631,0.5613,2,2,2,2,2,2,0,0,0,0
20026,m-710,355.8000,791.5000,0.1389,0.0012,56.3099,0.1613,0.1947,0.2631,0.0000,0.3497,3,3,3,3,1,1,0,0,0,0
20026,m-906,326.0000,782.8000,0.2908,0.0003,-68.1986,0.1976,0.4666,0.5613,0.3497,0.0000,4,3,3,3,1,1,0,0,0,0
20027,m-213,362.8000,764.1000,0.2220,-0.0017,-135.0000,0.0000,0.6433,0.7082,0.5541,0.2064,0,0,0,0,0,0,0,0,0,0
20027,m-504,355.1000,736.1000,1.3413,0.0048,90.0000,0.6433,0.0000,0.0956,0.1837,0.4528,1,1,1,1,1,1,0,0,0,0
20027,m-608,298.4000,738.7000,1.3772,-0.0078,111.8014,0.7082,0.0956,0.0000,0.2300,0.5112,2,2,2,2,2,2,0,0,0,0
20027,m-710,355.9000,791.7000,0.1265,0.0002,63.4349,0.5541,0.1837,0.2300,0.0000,0.3563,3,3,3,3,1,1,0,0,0,0
20027,m-906,326.2000,782.4000,0.2873,0.0000,-63.4349,0.2064,0.4528,0.5112,0.3563,0.0000,4,3,3,3,1,1,0,0,0,0
20028,m-213,362.7000,764.0000,0.2395,-0.0026,-135.0000,0.0000,0.6414,0.6511,0.5542,0.1728,0,0,0,0,0,0,0,0,0,0
20028,m-504,355.1000,737.4000,1.2937,0.0060,90.0000,0.6414,0.0000,0.0764,0.1785,0.4840,1,1,1,1,1,1,0,0,0,0
20028,m-608,298.4000,739.5000,1.4553,-0.0049,90.0000,0.6511,0.0764,0.0000,0.2083,0.4893,2,2,2,2,2,2,0,0,0,0
20028,m-710,356.0000,791.9000,0.1241,0.0000,63.4349,0.5542,0.1785,0.2083,0.0000,0.3909,3,3,3,3,1,1,0,0,0,0
20028,m-906,326.3000,782.0000,0.2873,-0.0005,-75.9638,0.1728,0.4840,0.4893,0.3909,0.0000,4,3,3,3,1,1,0,0,0,0
20029,m-213,362.7000,763.9000,0.2656,-0.0013,-90.0000,0.0000,0.5169,0.5322,0.5031,0.0907,0,0,0,0,0,0,0,0,0,0
20029,m-504,355.1000,738.7000,1.2337,0.0089,90.0000,0.5169,0.0000,0.0810,0.1550,0.4483,1,1,1,1,1,1,0,0,0,0
20029,m-608,298.4000,740.4000,1.5042,-0.0011,90.0000,0.5322,0.0810,0.0000,0.1996,0.4580,2,2,2,2,2,2,0,0,0,0
20029,m-710,356.0000,792.0000,0.1241,0.0000,90.0000,0.5031,0.1550,0.1996,0.0000,0.4298,3,3,3,3,1,1,0,0,0,0
20029,m-906,326.5000,781.6000,0.2926,-0.0014,-63.4349,0.0907,0.4483,0.4580,0.4298,0.0000,4,3,3,3,1,1,0,0,0,0
20030,m-213,362.5000,763.7000,0.2785,-0.0040,-135.0000,0.0000,0.6368,0.6107,0.6281,0.2060,0,0,0,0,0,0,0,0,0,0
20030,m-504,355.1000,740.1000,1.1447,0.0087,90.0000,0.6368,0.0000,0.0965,0.1443,0.4448,1,1,1,1,1,1,0,0,0,0
20030,m-608,298.7000,741.5000,1.5155,0.0013,74.7449,0.6107,0.0965,0.0000,0.2048,0.4183,2,2,2,2,2,2,0,0,0,0
20030,m-710,356.0000,792.1000,0.1241,-0.0010,90.0000,0.6281,0.1443,0.2048,0.0000,0.4299,3,3,3,3,1,1,0,0,0,0
20030,m-906,326.6000,781.4000,0.3063,-0.0009,-63.4349,0.2060,0.4448,0.4183,0.4299,0.0000,4,3,3,3,1,1,0,0,0,0
20031,m-213,362.4000,763.7000,0.3185,-0.0048,180.0000,0.0000,0.2796,0.3575,0.5033,0.6800,0,0,0,0,0,0,0,0,0,0
20031,m-504,355.2000,741.5000,1.0582,0.0122,85.9144,0.2796,0.0000,0.1050,0.2737,0.4309,1,1,1,1,1,1,0,0,0,0
20031,m-608,299.2000,742.7000,1.5021,0.0049,67.3801,0.3575,0.1050,0.0000,0.2721,0.3982,2,2,2,2,2,2,0,0,0,0
20031,m-710,356.0000,792.1000,0.1341,0.0000,0.0000,0.5033,0.2737,0.2721,0.0000,0.1827,3,3,3,3,1,1,0,0,0,0
20031,m-906,326.7000,781.2000,0.3155,-0.0016,-63.4349,0.6800,0.4309,0.3982,0.1827,0.0000,4,3,3,3,1,1,0,0,0,0
20032,m-213,362.2000,763.6000,0.3668,-0.0038,-153.4349,0.0000,0.6824,0.6150,0.1830,0.3064,0,0,0,0,0,0,0,0,0,0
20032,m-504,355.2000,743.0000,0.9365,0.0114,90.0000,0.6824,0.0000,0.1282,0.5152,0.3885,1,1,1,1,1,1,0,0,0,0
20032,m-608,299.9000,743.9000,1.4526,0.0071,59.7436,0.6150,0.1282,0.0000,0.4586,0.3291,2,2,2,2,2,2,0,0,0,0
20032,m-710,356.0000,792.0000,0.1341,-0.0004,-90.0000,0.1830,0.5152,0.4586,0.0000,0.1340,3,3,3,3,1,1,0,0,0,0
20032,m-906,326.8000,781.1000,0.3314,-0.0032,-45.0000,0.3064,0.3885,0.3291,0.1340,0.0000,4,3,3,3,1,1,0,0,0,0
20033,m-213,362.0000,763.5000,0.4045,-0.0041,-153.4349,0.0000,0.6806,0.5861,0.1837,0.4304,0,0,0,0,0,0,0,0,0,0
20033,m-504,355.2000,744.5000,0.8226,0.0105,90.0000,0.6806,0.0000,0.1489,0.5123,0.2641,1,1,1,1,1,1,0,0,0,0
20033,m-608,300.9000,745.1000,1.3819,0.0123,50.1944,0.5861,0.1489,0.0000,0.4307,0.1977,-1,2,2,2,2,2,0,0,0,0
20033,m-710,356.0000,791.9000,0.1383,0.0000,-90.0000,0.1837,0.5123,0.4307,0.0000,0.2555,3,3,3,3,1,1,0,0,0,0
20033,m-906,326.9000,781.1000,0.3638,-0.0020,0.0000,0.4304,0.2641,0.1977,0.2555,0.0000,4,3,3,3,1,1,0,0,0,0
20034,m-213,361.7000,763.4000,0.4457,-0.0051,-161.5651,0.0000,0.7019,0.5836,0.0914,0.7026,0,0,0,0,0,0,0,0,0,0
20034,m-504,355.2000,746.0000,0.7173,0.0098,90.0000,0.7019,0.0000,0.1633,0.6337,0.0720,1,1,1,1,1,1,0,0,0,0
20034,m-608,302.2000,746.3000,1.2588,0.0131,42.7094,0.5836,0.1633,0.0000,0.5225,0.1801,-1,2,2,2,2,2,0,0,0,0
20034,m-710,355.9000,791.8000,0.1383,0.0006,-135.0000,0.0914,0.6337,0.5225,0.0000,0.6287,3,3,3,3,1,1,0,0,0,0
20034,m-906,326.9000,781.4000,0.3838,-0.0043,90.0000,0.7026,0.0720,0.1801,0.6287,0.0000,4,3,3,3,1,1,0,0,0,0
20035,m-213,361.4000,763.3000,0.4965,-0.0061,-161.5651,0.0000,0.6899,0.5601,0.2079,0.7026,0,0,0,0,0,0,0,0,0,0
20035,m-504,355.3000,747.4000,0.6193,0.0075,85.9144,0.6899,0.0000,0.1681,0.4971,0.0634,1,1,1,1,1,1,0,0,0,0
20035,m-608,303.6000,747.3000,1.1280,0.0136,35.5377,0.5601,0.1681,0.0000,0.3817,0.1833,-1,2,2,2,2,2,0,0,0,0
